source_mat_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,bac_prod,bac_prod_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,diss_oxygen,diss_oxygen_method,down_par,down_par_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,turbidity,turbidity_method,water_current,water_current_method
EMOBON_Bergen_Wa_140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_3um_1,1.51,Seapoint Fluorescence sensor,15.42,SAIV SD204 CTD,15.43,SAIV SD204 CTD,27.31,SAIV SD204 CTD,27.36,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_3um_2,1.51,Seapoint Fluorescence sensor,15.42,SAIV SD204 CTD,15.43,SAIV SD204 CTD,27.31,SAIV SD204 CTD,27.36,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_0.2um_1,1.51,Seapoint Fluorescence sensor,15.42,SAIV SD204 CTD,15.43,SAIV SD204 CTD,27.31,SAIV SD204 CTD,27.36,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_0.2um_2,1.51,Seapoint Fluorescence sensor,15.42,SAIV SD204 CTD,15.43,SAIV SD204 CTD,27.31,SAIV SD204 CTD,27.36,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_3um_3,1.51,Seapoint Fluorescence sensor,15.42,SAIV SD204 CTD,15.43,SAIV SD204 CTD,27.31,SAIV SD204 CTD,27.36,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_3um_4,1.51,Seapoint Fluorescence sensor,15.42,SAIV SD204 CTD,15.43,SAIV SD204 CTD,27.31,SAIV SD204 CTD,27.36,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_0.2um_3,1.51,Seapoint Fluorescence sensor,15.42,SAIV SD204 CTD,15.43,SAIV SD204 CTD,27.31,SAIV SD204 CTD,27.36,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_0.2um_4,1.51,Seapoint Fluorescence sensor,15.42,SAIV SD204 CTD,15.43,SAIV SD204 CTD,27.31,SAIV SD204 CTD,27.36,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_3um_blank_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_240829_0.2um_blank_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_3um_1,1.63,Seapoint Fluorescence sensor,12.04,SAIV SD204 CTD,12.08,SAIV SD204 CTD,30.7,SAIV SD204 CTD,30.76,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_3um_2,1.63,Seapoint Fluorescence sensor,12.04,SAIV SD204 CTD,12.08,SAIV SD204 CTD,30.7,SAIV SD204 CTD,30.76,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_0.2um_1,1.63,Seapoint Fluorescence sensor,12.04,SAIV SD204 CTD,12.08,SAIV SD204 CTD,30.7,SAIV SD204 CTD,30.76,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_0.2um_2,1.63,Seapoint Fluorescence sensor,12.04,SAIV SD204 CTD,12.08,SAIV SD204 CTD,30.7,SAIV SD204 CTD,30.76,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_3um_3,1.63,Seapoint Fluorescence sensor,12.04,SAIV SD204 CTD,12.08,SAIV SD204 CTD,30.7,SAIV SD204 CTD,30.76,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_3um_4,1.63,Seapoint Fluorescence sensor,12.04,SAIV SD204 CTD,12.08,SAIV SD204 CTD,30.7,SAIV SD204 CTD,30.76,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_0.2um_3,1.63,Seapoint Fluorescence sensor,12.04,SAIV SD204 CTD,12.08,SAIV SD204 CTD,30.7,SAIV SD204 CTD,30.76,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_0.2um_4,1.63,Seapoint Fluorescence sensor,12.04,SAIV SD204 CTD,12.08,SAIV SD204 CTD,30.7,SAIV SD204 CTD,30.76,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_3um_blank_1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241023_0.2um_blank_1,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_3um_1,0.48,Seapoint Fluorescence sensor,7.82,SAIV SD204 CTD,7.9,SAIV SD204 CTD,31.09,SAIV SD204 CTD,31.19,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_3um_2,0.48,Seapoint Fluorescence sensor,7.82,SAIV SD204 CTD,7.9,SAIV SD204 CTD,31.09,SAIV SD204 CTD,31.19,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_0.2um_1,0.48,Seapoint Fluorescence sensor,7.82,SAIV SD204 CTD,7.9,SAIV SD204 CTD,31.09,SAIV SD204 CTD,31.19,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_0.2um_2,0.48,Seapoint Fluorescence sensor,7.82,SAIV SD204 CTD,7.9,SAIV SD204 CTD,31.09,SAIV SD204 CTD,31.19,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_3um_3,0.48,Seapoint Fluorescence sensor,7.82,SAIV SD204 CTD,7.9,SAIV SD204 CTD,31.09,SAIV SD204 CTD,31.19,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_3um_4,0.48,Seapoint Fluorescence sensor,7.82,SAIV SD204 CTD,7.9,SAIV SD204 CTD,31.09,SAIV SD204 CTD,31.19,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_0.2um_3,0.48,Seapoint Fluorescence sensor,7.82,SAIV SD204 CTD,7.9,SAIV SD204 CTD,31.09,SAIV SD204 CTD,31.19,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_0.2um_4,0.48,Seapoint Fluorescence sensor,7.82,SAIV SD204 CTD,7.9,SAIV SD204 CTD,31.09,SAIV SD204 CTD,31.19,SAIV SD204 CTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_3um_blank_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMOBON_Bergen_Wa_241210_0.2um_blank_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
